"id";"name";"d1";"d2";"d3";"d4"
5009;"Radisys Corporation (RSYS)";"-52604";"-10251";"-14678";"-27581"
5010;"Caledonia Mining Corporation Plc (CMCL)";"9384";"8526";"4779";"4435"
5011;"BlackRock New York Municipal Income Trust II (BFY)";"-503.802";"9149.05";"3756.337";"15730.778"
5012;"Mogo Finance Technology Inc. (MOGO)";"-19729";"-17092";"-21351.468";"-13072.927"
5013;"Entrée Resources Ltd. (EGI)";"-3199";"-4663";"-7831";"-8669"
5014;"BioSig Technologies, Inc. (BSGM)";"-12695.743";"-11587.187";"-9461.452";"-8473.04"
5015;"Trinity Biotech plc (TRIB)";"-40270";"-100625";"21796";"17214"
5016;"FTD Companies, Inc. (FTD)";"-234041";"-83191";"-80142";"21528"
5017;"Aquinox Pharmaceuticals, Inc. (AQXP)";"-50183";"-37002";"-21860";"-24027"
5018;"Citizens First Corporation (CZFC)";"4089";"4217";"3607";"3241"
5019;"Oramed Pharmaceuticals Inc. (ORMP)";"-10480";"-10964";"-7232";"-5696"
5020;"Smith Micro Software, Inc. (SMSI)";"-6661";"-15343";"-2602";"-11799"
5021;"Home Federal Bancorp, Inc. of Louisiana (HFBL)";"3568";"3652";"3377";"3355"
5022;"Differential Brands Group Inc. (DFBG)";"-2458";"-17812";"760";"5251.45"
5023;"SeaChange International, Inc. (SEAC)";"13498";"-71249";"-47697";"-27484"
5024;"Odyssey Marine Exploration, Inc. (OMEX)";"-7759.472";"-6316.021";"-18207.163";"-26473.114"
5025;"Good Times Restaurants Inc. (GTIM)";"-2255";"-1321";"-791";"-690"
5026;"FTE Networks, Inc. (FTNW)";"-20029";"-6235";"-3228.399";"-3554.914"
5027;"CPI Aerostructures, Inc. (CVU)";"5767.634";"-3608.576";"5015.993";"-25209.275"
5028;"Friedman Industries, Incorporated (FRD)";"2759.404";"-2678.684";"294";"382.33"
5029;"Manhattan Bridge Capital, Inc. (LOAN)";"3438.534";"2836.96";"2237.571";"1454.505"
5030;"eMagin Corporation (EMAN)";"-7783";"-8049";"-4105";"-5257"
5031;"Atlantic American Corporation (AAME)";"4528";"2636";"4388";"4430"
5032;"The McClatchy Company (MNI)";"-332358";"-34193";"-300162";"373989"
5033;"Carolina Trust BancShares, Inc. (CART)";"404";"1119";"824";"6857"
5034;"TAT Technologies Ltd. (TATT)";"2396";"62";"5849";"1432"
5035;"Kingsway Financial Services Inc. (KFS)";"-15469";"803";"1107";"-12820"
5036;"Sears Hometown and Outlet Stores, Inc. (SHOS)";"-95057";"-131919";"-27261";"-168805"
5037;"Trevena, Inc. (TRVN)";"-71865";"-102994";"-50528";"-49701"
5038;"ALJ Regional Holdings, Inc. (ALJJ)";"15673";"10925";"11893";"15649.786"
5039;"GSE Systems, Inc. (GVP)";"5384";"1422";"-4705";"-7329"
5040;"Acme United Corporation (ACU)";"4052.479";"5850.998";"4793.525";"4789.005"
5041;"Asterias Biotherapeutics, Inc. (AST)";"-28372";"-35489";"-15003";"-10097"
5042;"Neuberger Berman New York Intermediate Municipal Fund Inc. (NBO)";"413";"4418";"2554";"8112"
5043;"Central Federal Corporation (CFBK)";"1346";"1627";"4477";"479"
5044;"Emmis Communications Corporation (EMMS)";"82129";"13119";"2114";"-99259"
5045;"Netlist, Inc. (NLST)";"-13420";"-11231";"-20527";"-15381"
5046;"Navios Maritime Acquisition Corporation (NNA)";"-78899";"62878";"89737";"13047"
5047;"Genocea Biosciences, Inc. (GNCA)";"-56710";"-49573";"-42483";"-35296"
5048;"Wayside Technology Group, Inc. (WSTG)";"5062";"5901";"5830";"5760"
5049;"BlackRock MuniYield Arizona Fund, Inc. (MZA)";"864.754";"-525.116";"6998.271";"4719.778"
5050;"Sharps Compliance Corp. (SMED)";"-672";"-1293";"13";"1160"
5051;"Acorn International, Inc. (ATV)";"12384.303";"3438.37";"-40158.654";"-44328.912"
5052;"Vista Gold Corp. (VGZ)";"-12035";"-3133";"1011";"-18926"
5053;"AMREP Corporation (AXR)";"238";"-15";"-10224";"11320"
5054;"Torchlight Energy Resources, Inc. (TRCH)";"-919.91";"-7684.346";"-43252.878";"-15809.603"
5055;"Southwest Georgia Financial Corporation (SGB)";"3807.492";"4033.977";"3373.635";"2903.83"
5056;"SandRidge Mississippian Trust II (SDR)";"11601";"16098";"42344";"78386"
5057;"First US Bancshares, Inc. (FUSB)";"-411";"1224";"2595";"3549"
5058;"Ecology & Environment, Inc. (EEI)";"3015";"886";"3396";"-1383"
5059;"Core Molding Technologies, Inc. (CMT)";"5459";"7411";"12050";"9634"
5060;"Delaware Investments National Municipal Income Fund (VFL)";"2848.257";"-136.2";"3645.636";"8764.709"
5061;"Nobilis Health Corp. (HLTH)";"3797";"6449";"50840";"2893"
5062;"Bellatrix Exploration Ltd. (BXE)";"-91363";"-26668";"-444208";"163123"
5063;"BK Technologies, Inc. (BKTI)";"-3626";"2689";"1041";"1623"
5064;"Otelco Inc. (OTEL)";"12115";"5146";"7484";"5029"
5065;"CEL-SCI Corporation (CVM)";"-14363.287";"-11512.492";"-34692.21";"-27352.679"
5066;"MFC Bancorp Ltd. (MFCB)";"-47855";"-25361";"-487630";"-682"
5067;"Blink Charging Co. (BLNK)";"-75363.496";"-7699.127";"-8634.524";"-22698.017"
5068;"Atomera Incorporated (ATOM)";"-13068";"-12610";"-9513";"-3817.734"
5069;"AudioEye, Inc. (AEYE)";"-5607.839";"-9578.63";"-7209.145";"-9750.813"
5070;"Crown Crafts, Inc. (CRWS)";"3021";"5572";"6829";"5718"
5071;"Nordic American Offshore Ltd. (NAO)";"-29326";"-32151";"-10844";"6931"
5072;"CSP Inc. (CSPI)";"2506";"2604";"-210";"1334"
5073;"Capstone Turbine Corporation (CPST)";"-10026";"-25244";"-25191";"-31533"
5074;"Electromed, Inc. (ELMD)";"1902.396";"2229.472";"2212.502";"1092.486"
5075;"IEC Electronics Corp. (IEC)";"81";"4786";"-10186";"-15071"
5076;"CAS Medical Systems, Inc. (CASM)";"-2337.057";"-3161.252";"-6898.492";"-7601.538"
5077;"Ballantyne Strong, Inc (BTN)";"-3617";"-408";"-17467";"-4"
5078;"Curis, Inc. (CRIS)";"-53317";"-60411";"-58981";"-18729"
5079;"AMCON Distributing Company (DIT)";"2949.576";"5980.673";"6361.278";"4959.528"
5080;"Merrimack Pharmaceuticals, Inc. (MACK)";"472028";"-151740";"-147957";"-83291"
5081;"Deswell Industries, Inc. (DSWL)";"6190";"1376";"-4934";"-2808"
5082;"Link Motion Inc. (LKM)";"-5274";"-127593";"-1303";"-76738"
5083;"Nuveen California Municipal Value Fund 2 (NCB)";"1929.282";"131.439";"2556.443";"5247.467"
5084;"Hudson Global, Inc (HSON)";"-2941";"-8790";"2329";"-13194"
5085;"Flanigan's Enterprises, Inc. (BDL)";"3020";"3040";"3461";"2765"
5086;"Cocrystal Pharma, Inc. (COCP)";"-613";"-74874";"-50122";"-99"
5087;"Eaton Vance New Jersey Municipal Income Trust (EVJ)";"3104.569";"12.532";"2050.907";"8648.767"
5088;"Neurotrope, Inc. (NTRP)";"-12615.07";"-12924.202";"-9441.535";"-9253.323"
5089;"Support.com, Inc. (SPRT)";"-1526";"-15956";"-27041";"-3483"
5090;"ReTo Eco-Solutions, Inc. (RETO)";"5978.389";"4103.521";"2314.345";"650.388"
5091;"Lincoln Educational Services Corporation (LINC)";"-11484";"-28304";"-3350";"-56133"
5092;"Bancorp 34, Inc. (BCTF)";"360.591";"5295.127";"320.614";"325.584"
5093;"Celldex Therapeutics, Inc. (CLDX)";"-93031";"-128530";"-127197";"-118080"
5094;"Vertex Energy, Inc. (VTNR)";"-8433.233";"-3952.821";"-22516.889";"-5546.243"
5095;"Rocky Mountain Chocolate Factory, Inc. (RMCF)";"2963.908";"3450.116";"4425.907";"3937.84"
5096;"China Jo-Jo Drugstores, Inc. (CJJD)";"-17059.933";"-5644.204";"447.156";"856.557"
5097;"Plymouth Industrial REIT, Inc. (PLYM)";"-8707";"-36987";"-48665";"-18429"
5098;"Stage Stores, Inc. (SSI)";"-37323";"-37897";"3780";"30850"
5099;"Foresight Autonomous Holdings Ltd. (FRSX)";"-15942";"-1913";"-157";"-961"
5100;"Hamilton Bancorp, Inc. (HBK)";"-6048.942";"-928.782";"-92.616";"-314.309"
5101;"RCM Technologies, Inc. (RCMT)";"2010";"1758";"6015";"6814"
5102;"Pershing Gold Corporation (PGLC)";"-13094.501";"-15635.575";"-19123.933";"-16463.21"
5103;"CUI Global, Inc. (CUI)";"-12589";"-7266";"-5987";"-2801"
5104;"SMTC Corporation (SMTX)";"-7845";"-232";"-4";"-3878"
5105;"Sunesis Pharmaceuticals, Inc. (SNSS)";"-35458";"-38023";"-36676";"-43002"
5106;"Intermolecular, Inc. (IMI)";"-10403";"-15437";"-21013";"-21761"
5107;"Income Opportunity Realty Investors, Inc. (IOR)";"1508";"2081";"1499";"1559"
5108;"ICC Holdings, Inc. (ICCH)";"707.851";"2810.397";"2154.728";"1585.374"
5109;"Mitcham Industries, Inc. (MIND)";"-21069";"-33153";"-38736";"-9192"
5110;"Wayne Savings Bancshares, Inc. (WAYN)";"3109";"2246";"1647";"2631"
5111;"Opiant Pharmaceuticals, Inc. (OPNT)";"3310.51";"6580.613";"-7814.256";"-7037.873"
5112;"iCAD, Inc. (ICAD)";"-14256";"-10099";"-32447";"-1009"
5113;"Tanzanian Royalty Exploration Corporation (TRX)";"-5965.758";"-12629.864";"-8875.306";"-1978.386"
5114;"NF Energy Saving Corporation (NFEC)";"-1569.817";"-1817.579";"-969.442";"-617.291"
5115;"Famous Dave's of America, Inc. (DAVE)";"-8123";"-2431";"-4384";"2897"
5116;"MFS Intermediate High Income Fu (CIF)";"5629.852";"6586.03";"-2862.471";"3394.653"
5117;"Navios Maritime Midstream Partners L.P. (NAP)";"14341";"24398";"26528";"1113"
5118;"U.S. Auto Parts Network, Inc. (PRTS)";"24015";"-603";"-2424";"-6879"
5119;"VistaGen Therapeutics, Inc. (VTGN)";"-14345.9";"-10255.5";"-47220.5";"-13885.8"
5120;"Global Ship Lease, Inc. (GSL)";"-74266";"-65095";"-28875";"6110"
5121;"Alpha Pro Tech, Ltd. (APT)";"2633";"3168";"1041";"2742"
5122;"LightPath Technologies, Inc. (LPTH)";"1060.104";"7703.086";"1414.615";"-715.28"
5123;"Village Bank and Trust Financial Corp. (VBFC)";"-3096";"13513";"646";"-1037"
5124;"Melrose Bancorp, Inc. (MELR)";"1804";"1422";"658";"-172"
5125;"Taoping Inc. (TAOP)";"858.605";"-18170.601";"-7504.262";"-29231.347"
5126;"SCYNEXIS, Inc. (SCYX)";"-25060";"-29989";"-32623";"-4234"
5127;"Ampco-Pittsburgh Corporation (AP)";"-12089";"-79820";"1373";"-1187"
5128;"Perma-Fix Environmental Services, Inc. (PESI)";"-3680";"-13405";"-1050";"-1225"
5129;"China Natural Resources, Inc. (CHNR)";"-29996";"-23036";"-41449";"-43148"
5130;"Lifeway Foods, Inc. (LWAY)";"-346";"3479";"1972";"1956"
5131;"voxeljet AG (VJET)";"-8509";"-11287";"-9594";"-4332"
5132;"Vascular Biogenics Ltd. (VBLT)";"-10138";"-16002";"-14888";"-17407"
5133;"United States Antimony Corporation (UAMY)";"-1134.394";"-1309.2";"-838.531";"-1595.455"
5134;"Gulf Resources, Inc. (GURE)";"2551.313";"36225.831";"34068.037";"17871.795"
5135;"China Internet Nationwide Financial Services Inc. (CIFS)";"24048.184";"13888.767";"5612.025";"-657"
5136;"Atlanticus Holdings Corporation (ATLC)";"-40781";"-6335";"1713";"7177"
5137;"Optibase Ltd. (OBAS)";"-1123";"195";"-1068";"3339"
5138;"CCUR Holdings, Inc. (CCUR)";"16085";"28381";"-11113";"-189"
5139;"Ottawa Bancorp, Inc. (OTTW)";"814.024";"1261.098";"770.962";"804.317"
5140;"WidePoint Corporation (WYY)";"-3533.937";"-4133.912";"-5466.607";"-8400.626"
5141;"Issuer Direct Corporation (ISDR)";"1871";"1555";"144.584";"42.126"
5142;"Xtant Medical Holdings, Inc. (XTNT)";"-52411.262";"-19493.552";"-2174.43";"-10507.869"
5143;"BioHiTech Global, Inc. (BHTG)";"-8350.527";"-6745.386";"-5001.452";"-3698.722"
5144;"ImmuCell Corporation (ICCC)";"-168.147";"508.448";"1213.239";"-167.159"
5145;"MIND C.T.I. Ltd (MNDO)";"5612";"4203";"5018";"5483"
5146;"Pyxis Tankers Inc. (PXS)";"-5243";"-5813";"3505";"-19243"
5147;"Trillium Therapeutics Inc. (TRIL)";"-45088";"-31733";"-14733.699";"-12881.82"
5148;"Soleno Therapeutics, Inc. (SLNO)";"-15667.425";"-12065.214";"-15908.546";"-13237.616"
5149;"bebe stores, inc. (BEBE)";"-138963";"-27481";"-27671";"-73382"
5150;"Jewett-Cameron Trading Company Ltd. (JCTCF)";"2726.657";"2125.099";"1773.971";"1858.453"
5151;"Reven Housing REIT, Inc. (RVEN)";"-1833.303";"-1772.354";"-1795.861";"-1329.429"
5152;"Intersections Inc. (INTX)";"-14324";"-30469";"-44488";"-30694"
5153;"O2Micro International Limited (OIIM)";"-6145";"-2986";"-21095";"-15057"
5154;"Zosano Pharma Corporation (ZSAN)";"-29105";"-29832";"-28427";"-14241"
5155;"Platinum Group Metals Ltd. (PLG)";"-542415";"-20675";"-3139";"-10438"
5156;"Aehr Test Systems (AEHR)";"528";"-5653";"-6785";"-6647"
5157;"Akers Biosciences, Inc. (AKER)";"-7366.31";"-3303.538";"-9311.913";"-3127.167"
5158;"Pioneer Power Solutions, Inc. (PPSI)";"-9344";"-1063";"-5881";"-268"
5159;"Innovative Solutions and Support, Inc. (ISSC)";"4568.627";"1986.801";"-5866.134";"200.268"
5160;"Aegean Marine Petroleum Network Inc. (ANW)";"-29307";"51871";"34841";"16090"
5161;"Diversified Restaurant Holdings, Inc. (SAUC)";"-20458.076";"-6002.481";"-16192.492";"-1268.497"
5162;"Taylor Devices, Inc. (TAYD)";"443.37";"2330.577";"4208.225";"2174.948"
5163;"Evoke Pharma, Inc. (EVOK)";"-12229.512";"-10748.531";"-12121.463";"-13247.681"
5164;"AzurRx BioPharma, Inc. (AZRX)";"-11096.383";"-14591.662";"-5930.236";"-2952.354"
5165;"Nevada Gold & Casinos, Inc. (UWN)";"1323.425";"563.964";"1301.046";"1807.077"
5166;"Data I/O Corporation (DAIO)";"5449";"1656";"927";"1099"
5167;"Westell Technologies, Inc. (WSTL)";"31";"-15941";"-16212";"-58902"
5168;"Mannatech, Incorporated (MTEX)";"-1787";"-586";"5839";"6496"
5169;"Highpower International, Inc. (HPJ)";"16772.852";"6117.927";"3854.082";"2753.236"
5170;"Sears Holdings Corporation (SHLD)";"-383000";"-2221000";"-1129000";"-1682000"
5171;"ARC Group Worldwide, Inc. (ARCW)";"-13180";"-10199";"-2314";"-212"
5172;"1347 Property Insurance Holdings, Inc. (PIH)";"294";"11";"-1673";"3646"
5173;"China Finance Online Co. Limited (JRJC)";"-36736.553";"-1678.813";"22482.416";"-7167.849"
5174;"Diversicare Healthcare Services, Inc. (DVCR)";"-4827";"-1811";"1624";"4733"
5175;"The L.S. Starrett Company (SCX)";"-3633";"991";"-14130";"5244"
5176;"Xcel Brands, Inc. (XELB)";"-10122";"2737";"2574";"-1032"
5177;"Luby's, Inc. (LUB)";"-23262";"-10346";"-2074";"-3447"
5178;"Eaton Vance California Municipal Bond Fund II (EIA)";"-157.388";"2910.667";"2200.171";"8715.7"
5179;"Pro-Dex, Inc. (PDEX)";"1621";"5084";"822";"-365"
5180;"Intellicheck, Inc. (IDN)";"-6020.505";"-5734.681";"-5333.951";"-7644.23"
5181;"MFS Special Value Trust (MFV)";"5101.157";"2868.998";"-307.782";"3040.522"
5182;"Willamette Valley Vineyards, Inc. (WVVI)";"2993.779";"2628.975";"1901.832";"2161.34"
5183;"Echelon Corporation (ELON)";"-4623";"-4103";"-13233";"-24326"
5184;"National Holdings Corporation (NHLD)";"12528";"-5559";"285";"18643"
5185;"Innodata Inc. (INOD)";"-5055";"-5524";"-2826";"-974"
5186;"Westmoreland Resource Partners, LP (WMLP)";"-31701";"-31534";"-39995";"-26834"
5187;"Workhorse Group Inc. (WKHS)";"-41216.788";"-19555.868";"-9426.853";"-6608.68"
5188;"Ampio Pharmaceuticals, Inc. (AMPE)";"-51891.945";"-19163.629";"-32010.242";"-38125.415"
5189;"On Track Innovations Ltd. (OTIV)";"-598";"-828";"-7151";"-9924"
5190;"Ossen Innovation Co., Ltd. (OSN)";"5345.311";"4823.973";"5896.804";"3858.876"
5191;"Nova LifeStyle, Inc. (NVFY)";"3764.611";"-1118.253";"2200.242";"8554.648"
5192;"GTx, Inc. (GTXI)";"-30439";"-17724";"-18703";"-39411"
5193;"Wilhelmina International, Inc. (WHLM)";"163";"95";"1507";"1201"
5194;"VIVUS, Inc. (VVUS)";"-30511";"23302";"-93107";"-82647"
5195;"Acasti Pharma Inc. (ACST)";"-21504";"-10381.847";"-6317";"-1655"
5196;"Rexahn Pharmaceuticals, Inc. (RNN)";"-25294.503";"-9307.345";"-14384.556";"-18521.601"
5197;"Unico American Corporation (UNAM)";"-8724.984";"-1404.277";"-1182.87";"846.361"
5198;"Trans World Entertainment Corporation (TWMC)";"-42553";"3211";"2689";"1778"
5199;"Celsion Corporation (CLSN)";"-20402.176";"-22053.726";"-22461.084";"-25494.273"
5200;"Equitable Financial Corp. (EQFN)";"1235.045";"1054.758";"1282.316";"973.462"
5201;"Interpace Diagnostics Group, Inc. (IDXG)";"-12216";"-8332";"-11356";"-16073"
5202;"Hudson Technologies Inc. (HDSN)";"11157";"10637";"4763";"-720"
5203;"Optical Cable Corporation (OCC)";"-1738.771";"-1778.822";"-4255.665";"684.227"
5204;"Five Star Senior Living Inc. (FVE)";"-20902";"-21813";"-43083";"-85406"
5205;"The National Security Group, Inc. (NSEC)";"-1203";"3063";"4697";"7616"
5206;"Vermillion, Inc. (VRML)";"-10497";"-14968";"-19115";"-19209"
5207;"ProPhase Labs, Inc. (PRPH)";"40589";"-2868";"-3600";"-7834"
5208;"Cemtrex, Inc. (CETXP)";"4389.915";"4994.045";"2838.116";"2668.886"
5209;"Wireless Telecom Group, Inc. (WTT)";"-4493";"-1832";"376.681";"2424.152"
5210;"Research Frontiers Incorporated (REFR)";"-2413.859";"-4238.41";"-4279.856";"-4413.722"
5211;"Eaton Vance Ohio Municipal Income Trust (EVO)";"1741.858";"186.304";"2276.735";"6812.027"
5212;"VirTra, Inc. (VTSI)";"3262.282";"2050.022";"1536.983";"1261.241"
5213;"Seanergy Maritime Holdings Corp. (SHIP)";"-3235";"-24623";"-8956";"80348"
5214;"Aravive, Inc. (ARAV)";"-84979";"-95817";"-82177";"-57513"
5215;"Ocean Bio-Chem, Inc. (OBCI)";"2603.534";"2095.171";"460.694";"2048.077"
5216;"Glen Burnie Bancorp (GLBZ)";"911";"1101";"1352.616";"1914.526"
5217;"Tantech Holdings Ltd (TANH)";"3767.215";"4299.251";"8438.825";"13981.04"
5218;"CVD Equipment Corporation (CVV)";"5261.411";"-149.124";"3204.996";"-2473.53"
5219;"Quest Resource Holding Corporation (QRHC)";"-5820.276";"-8045.586";"-7445.93";"-9897.678"
5220;"FalconStor Software, Inc. (FALC)";"1052.401";"-10998.794";"-1929.361";"-7211.821"
5221;"Applied DNA Sciences, Inc. (APDN)";"-12855.767";"-12175.979";"-11881.137";"-13066.661"
5222;"HV Bancorp, Inc. (HVBC)";"770";"569";"1026";"628"
5223;"Harte Hanks, Inc. (HHS)";"-41860";"-130937";"-170928";"23991"
5224;"The Herzfeld Caribbean Basin Fund Inc. (CUBA)";"-1275.974";"12206.154";"-4794.708";"-1391.655"
5225;"Revolution Lighting Technologies, Inc. (RVLT)";"-53907";"-522";"-2382";"-5180"
5226;"Eaton Vance Pennsylvania Municipal Bond Fund (EIP)";"-24.914";"3889.678";"1968.077";"6722.608"
5227;"Avino Silver & Gold Mines Ltd. (ASM)";"2653.461";"1503.531";"378.087";"2514.169"
5228;"Air Industries Group (AIRI)";"-22551";"-15623";"-832";"667"
5229;"Mid-Con Energy Partners, LP (MCEP)";"-27009";"-24519";"-94349";"22138"
5230;"Emerson Radio Corp. (MSN)";"-6851";"-237";"-968";"1893"
5231;"Riot Blockchain, Inc. (RIOT)";"-19845.873";"-4272.837";"-8757.565";"-10443.086"
5232;"Enservco Corporation (ENSV)";"-6893";"-8551";"-1261.022";"4005.741"
5233;"Navidea Biopharmaceuticals, Inc (NAVB)";"74946.066";"-14308.383";"-27562.68";"-35726.669"
5234;"Eaton Vance Massachusetts Municipal Income Trust (MMV)";"2356.809";"-723.039";"1930.052";"5813.781"
5235;"Future FinTech Group Inc. (FTFT)";"-102583.7";"-5292.575";"2948.735";"7871.448"
5236;"FSB Bancorp, Inc. (FSBC)";"211";"854";"513";"660"
5237;"AquaBounty Technologies, Inc. (AQB)";"-9258.647";"-8470.661";"-7031.512";"-7127.375"
5238;"SandRidge Mississippian Trust I (SDT)";"6095";"15260";"34755";"33886"
5239;"Heat Biologics, Inc. (HTBX)";"-11841.671";"-12573.952";"-20295.256";"-11789"
5240;"Cinedigm Corp. (CIDM)";"-18454";"-15129";"-41742";"-31308"
5241;"ReneSola Ltd (SOL)";"34457.538";"-34698.251";"-5075.122";"-33630.021"
5242;"Nuveen New York Municipal Value Fund 2 (NYV)";"801.594";"-2208.391";"2080.976";"1375.517"
5243;"Broadway Financial Corporation (BYFC)";"1869";"3480";"9072";"2529"
5244;"BioPharmX Corporation (BPMX)";"-16640";"-18406";"-15598";"-13728"
5245;"Chicago Rivet & Machine Co. (CVR)";"2079.082";"2356.98";"1687.641";"1951.889"
5246;"Novus Therapeutics, Inc. (NVUS)";"-13116";"-5655";"-4214";"-1160"
5247;"PAVmed Inc. (PAVM)";"-9519.269";"-5650.851";"-1776.6";"-548.768"
5248;"ECA Marcellus Trust I (ECT)";"5731.303";"3478.147";"4998.272";"17575.528"
5249;"ChinaNet Online Holdings, Inc. (CNET)";"-10125";"-6492";"-9092";"-13738"
5250;"Global Self Storage, Inc. (SELF)";"-146.29";"310.908";"6113.973";"6088.788"
5251;"Wheeler Real Estate Investment Trust, Inc. (WHLR)";"-12094";"-11203";"-17520";"-10550.255"
5252;"SITO Mobile, Ltd. (SITO)";"-15038.938";"-1403.986";"-4429.043";"-4528.193"
5253;"Asia Pacific Wire & Cable Corporation Limited (APWC)";"8720";"2853";"-7694";"1034"
5254;"AutoWeb, Inc. (AUTO)";"-64964";"3871";"4646";"3411"
5255;"China New Borun Corporation (BORN)";"176737.444";"63710.958";"128854.649";"79210.649"
5256;"GigaMedia Limited (GIGM)";"1086";"-6066";"-2243";"-5155"
5257;"Fuel Tech, Inc. (FTEK)";"-10983";"-17388";"-12380";"-17725"
5258;"My Size, Inc. (MYSZ)";"-5404";"-4334";"-3437";"-1673"
5259;"BlackRock Virginia Municipal Bond Trust (BHV)";"-91.831";"2358.548";"1263.645";"4418.866"
5260;"Eaton Vance New Jersey Municipal Bond Fund (EMJ)";"-373.685";"3741.427";"1269.953";"5428.104"
5261;"ClearSign Combustion Corporation (CLIR)";"-9680";"-11173";"-7898";"-7296"
5262;"Co-Diagnostics, Inc. (CODX)";"-6959.232";"-1928.686";"-2043.168";"-1048.124"
5263;"The LGL Group, Inc. (LGL)";"117";"148";"-711";"-2825"
5264;"Onconova Therapeutics, Inc. (ONTX)";"-24092";"-19667";"-23979";"-63682"
5265;"Moxian, Inc. (MOXC)";"-13693.75";"-13813.984";"-6173.646";"-4791.342"
5266;"Medley Management Inc. (MDLY)";"927";"997";"3111";"1695"
5267;"Cellect Biotechnology Ltd. (APOP)";"-28224";"-15317";"-10172";"-5551"
5268;"Sky Solar Holdings, Ltd. (SKYS)";"-33171";"3784";"-1397";"-73844"
5269;"Image Sensing Systems, Inc. (ISNS)";"2078";"687";"-3102";"-9703"
5270;"Gyrodyne, LLC (GYRO)";"-3752.553";"-3105.366";"46063.206";"99048.253"
5271;"Eaton Vance Pennsylvania Municipal Income Trust (EVP)";"1003.959";"390.99";"1722.445";"5163.814"
5272;"Command Security Corporation (MOC)";"-1431.701";"-2324.589";"-2656.323";"1258.263"
5273;"P&F Industries, Inc. (PFIN)";"-884";"6901";"3544";"2080"
5274;"Summit Therapeutics plc (SMMT)";"-7131";"-21371";"-20137";"-11384"
5275;"Advaxis, Inc. (ADXS)";"-93435.402";"-73556.23";"-47031.118";"-16525.314"
5276;"Nuveen Missouri Quality Municipal Income Fund (NOM)";"366.64";"485.022";"2965.584";"1051.054"
5277;"Eaton Vance Ohio Municipal Bond Fund (EIO)";"-440.655";"3180.676";"2131.448";"5752.338"
5278;"BlackRock Maryland Municipal Bond Trust (BZM)";"-155.02";"3373.845";"922.934";"5410.516"
5279;"Broadwind Energy, Inc. (BWEN)";"-3641";"319";"-21807";"-6168"
5280;"Lipocine Inc. (LPCN)";"-20982.86";"-18971.508";"-18208.378";"-20372.676"
5281;"Titan Medical Inc. (TMDI)";"-33586.984";"-23323.496";"-41413.281";"-13450.261"
5282;"Manning & Napier, Inc. (MN)";"3587";"9274";"13214";"9317"
